Frame_410nm,MeanInt_410nm,Time_410nm,Realtime_410nm,Frame_470nm,MeanInt_470nm,Time_470nm,Realtime_470nm
6120,1019.207998,306,19:57.5,6119,894.6229081,305.95,19:57.4
6122,1019.667029,306.1,19:57.6,6121,893.9065421,306.05,19:57.5
6124,1018.783743,306.2,19:57.7,6123,896.6746359,306.15,19:57.6
6126,1019.402739,306.3,19:57.8,6125,895.1862639,306.25,19:57.7
6128,1019.367963,306.4,19:57.9,6127,896.0556401,306.35,19:57.8
6130,1018.901978,306.5,19:58.0,6129,894.0456423,306.45,19:57.9
6132,1019.173223,306.6,19:58.1,6131,894.0943273,306.55,19:58.0
6134,1018.867203,306.7,19:58.2,6133,894.7828733,306.65,19:58.1
6136,1018.992393,306.8,19:58.3,6135,894.0108672,306.75,19:58.2
6138,1019.048033,306.9,19:58.4,6137,894.3933927,306.85,19:58.3
6140,1019.041078,307,19:58.5,6139,894.553358,306.95,19:58.4
6142,1019.159313,307.1,19:58.6,6141,894.6437731,307.05,19:58.5
6144,1019.173223,307.2,19:58.7,6143,895.2210389,307.15,19:58.6
6146,1019.166268,307.3,19:58.8,6145,893.0302108,307.25,19:58.7
6148,1018.776788,307.4,19:58.9,6147,893.885677,307.35,19:58.8
6150,1019.409694,307.5,19:59.0,6149,894.8941534,307.45,19:58.9
6152,1018.971528,307.6,19:59.1,6151,895.4575092,307.55,19:59.0
6154,1019.159313,307.7,19:59.2,6153,897.5509672,307.65,19:59.1
6156,1019.270593,307.8,19:59.3,6155,897.9404477,307.75,19:59.2
6158,1019.242773,307.9,19:59.4,6157,897.4953271,307.85,19:59.3
6160,1019.388829,308,19:59.5,6159,895.5826994,307.95,19:59.4
6162,1019.597479,308.1,19:59.6,6161,895.311454,308.05,19:59.5
6164,1019.374918,308.2,19:59.7,6163,895.7774397,308.15,19:59.6
6166,1019.479244,308.3,19:59.8,6165,896,308.25,19:59.7
6168,1019.249728,308.4,19:59.9,6167,895.6313845,308.35,19:59.8
6170,1019.124538,308.5,20:00.0,6169,896.3547055,308.45,19:59.9
6172,1019.354053,308.6,20:00.1,6171,897.7248424,308.55,20:00.0
6174,1019.305368,308.7,20:00.2,6173,898.1838731,308.65,20:00.1
6176,1019.284503,308.8,20:00.3,6175,898.872419,308.75,20:00.2
6178,1019.667029,308.9,20:00.4,6177,897.6692023,308.85,20:00.3
6180,1019.194088,309,20:00.5,6179,896.3686155,308.95,20:00.4
6182,1019.124538,309.1,20:00.6,6181,896.2434253,309.05,20:00.5
6184,1019.138448,309.2,20:00.7,6183,894.8246033,309.15,20:00.6
6186,1019.173223,309.3,20:00.8,6185,894.6646381,309.25,20:00.7
6188,1019.117583,309.4,20:00.9,6187,893.7813519,309.35,20:00.8
6190,1019.103673,309.5,20:01.0,6189,893.4753314,309.45,20:00.9
6192,1019.312323,309.6,20:01.1,6191,890.7906977,309.55,20:01.0
6194,1018.992393,309.7,20:01.2,6193,890.9158879,309.65,20:01.1
6196,1019.110628,309.8,20:01.3,6195,894.2473375,309.75,20:01.2
6198,1019.361008,309.9,20:01.4,6197,894.1708324,309.85,20:01.3
6200,1019.340143,310,20:01.5,6199,895.262769,309.95,20:01.4
6202,1019.082808,310.1,20:01.6,6201,897.0223864,310.05,20:01.5
6204,1019.173223,310.2,20:01.7,6203,896.5772658,310.15,20:01.6
6206,1019.249728,310.3,20:01.8,6205,901.4735927,310.25,20:01.7
6208,1019.173223,310.4,20:01.9,6207,903.1845251,310.35,20:01.8
6210,1019.110628,310.5,20:02.0,6209,903.6296457,310.45,20:01.9
6212,1019.131493,310.6,20:02.1,6211,904.526842,310.55,20:02.0
6214,1018.936753,310.7,20:02.2,6213,903.2332102,310.65,20:02.1
6216,1018.895023,310.8,20:02.3,6215,902.8228646,310.75,20:02.2
6218,1018.915888,310.9,20:02.4,6217,901.9465334,310.85,20:02.3
6220,1018.651597,311,20:02.5,6219,902.5794393,310.95,20:02.4
6222,1018.804608,311.1,20:02.6,6221,902.8228646,311.05,20:02.5
6224,1019.201043,311.2,20:02.7,6223,900.7780917,311.15,20:02.6
6226,1019.242773,311.3,20:02.8,6225,900.972832,311.25,20:02.7
6228,1018.804608,311.4,20:02.9,6227,900.1173658,311.35,20:02.8
6230,1018.874158,311.5,20:03.0,6229,901.2510324,311.45,20:02.9
6232,1018.929798,311.6,20:03.1,6231,901.3970876,311.55,20:03.0
6234,1018.999348,311.7,20:03.2,6233,900.6459465,311.65,20:03.1
6236,1018.901978,311.8,20:03.3,6235,901.0284721,311.75,20:03.2
6238,1018.846338,311.9,20:03.4,6237,901.8004782,311.85,20:03.3
6240,1018.908933,312,20:03.5,6239,903.2749402,311.95,20:03.4
6242,1018.742013,312.1,20:03.6,6241,904.1721365,312.05,20:03.5
6244,1018.978483,312.2,20:03.7,6243,901.654423,312.15,20:03.6
6246,1018.853293,312.3,20:03.8,6245,902.5933493,312.25,20:03.7
6248,1019.465334,312.4,20:03.9,6247,901.3414475,312.35,20:03.8
6250,1018.929798,312.5,20:04.0,6249,901.8700283,312.45,20:03.9
6252,1018.783743,312.6,20:04.1,6251,900.4790263,312.55,20:04.0
6254,1019.131493,312.7,20:04.2,6253,899.1784395,312.65,20:04.1
6256,1019.201043,312.8,20:04.3,6255,898.3855684,312.75,20:04.2
6258,1018.915888,312.9,20:04.4,6257,899.1436644,312.85,20:04.3
6260,1019.333188,313,20:04.5,6259,898.5246686,312.95,20:04.4
6262,1019.263638,313.1,20:04.6,6261,898.1838731,313.05,20:04.5
6264,1019.152358,313.2,20:04.7,6263,897.3701369,313.15,20:04.6
6266,1019.270593,313.3,20:04.8,6265,897.8013475,313.25,20:04.7
6268,1019.089763,313.4,20:04.9,6267,897.6135623,313.35,20:04.8
6270,1019.110628,313.5,20:05.0,6269,898.128233,313.45,20:04.9
6272,1019.291458,313.6,20:05.1,6271,896.2712454,313.55,20:05.0
6274,1019.180178,313.7,20:05.2,6273,898.9280591,313.65,20:05.1
6276,1019.180178,313.8,20:05.3,6275,899.6792002,313.75,20:05.2
6278,1019.006303,313.9,20:05.4,6277,900.6389915,313.85,20:05.3
6280,1018.637687,314,20:05.5,6279,899.9921756,313.95,20:05.4
6282,1019.159313,314.1,20:05.6,6281,898.0795479,314.05,20:05.5
6284,1018.915888,314.2,20:05.7,6283,899.6861552,314.15,20:05.6
6286,1018.971528,314.3,20:05.8,6285,900.0199957,314.25,20:05.7
6288,1019.138448,314.4,20:05.9,6287,899.4288198,314.35,20:05.8
6290,1018.846338,314.5,20:06.0,6289,899.1993045,314.45,20:05.9
6292,1018.908933,314.6,20:06.1,6291,897.7943925,314.55,20:06.0
6294,1018.950663,314.7,20:06.2,6293,896.2434253,314.65,20:06.1
6296,1018.797653,314.8,20:06.3,6295,897.2727668,314.75,20:06.2
6298,1018.915888,314.9,20:06.4,6297,895.1862639,314.85,20:06.3
6300,1018.797653,315,20:06.5,6299,894.6924582,314.95,20:06.4
6302,1018.964573,315.1,20:06.6,6301,894.8663334,315.05,20:06.5
6304,1018.505542,315.2,20:06.7,6303,893.4822865,315.15,20:06.6
6306,1018.999348,315.3,20:06.8,6305,894.0456423,315.25,20:06.7
6308,1018.686373,315.4,20:06.9,6307,893.0510759,315.35,20:06.8
6310,1018.394262,315.5,20:07.0,6309,893.169311,315.45,20:06.9
6312,1018.686373,315.6,20:07.1,6311,892.8772006,315.55,20:07.0
6314,1018.707238,315.7,20:07.2,6313,894.4698978,315.65,20:07.1
6316,1018.561182,315.8,20:07.3,6315,895.3810041,315.75,20:07.2
6318,1018.783743,315.9,20:07.4,6317,895.8817648,315.85,20:07.3
6320,1018.978483,316,20:07.5,6319,896.5355358,315.95,20:07.4
6322,1018.547272,316.1,20:07.6,6321,894.7272332,316.05,20:07.5
6324,1018.644642,316.2,20:07.7,6323,895.6174745,316.15,20:07.6
6326,1018.637687,316.3,20:07.8,6325,893.6770267,316.25,20:07.7
6328,1018.943708,316.4,20:07.9,6327,892.8841556,316.35,20:07.8
6330,1018.943708,316.5,20:08.0,6329,892.9815258,316.45,20:07.9
6332,1018.915888,316.6,20:08.1,6331,890.9854379,316.55,20:08.0
6334,1018.721148,316.7,20:08.2,6333,893.2736362,316.65,20:08.1
6336,1019.061943,316.8,20:08.3,6335,893.843947,316.75,20:08.2
6338,1018.484677,316.9,20:08.4,6337,892.9954358,316.85,20:08.3
6340,1019.034123,317,20:08.5,6339,891.7713541,316.95,20:08.4
6342,1018.867203,317.1,20:08.6,6341,890.317757,317.05,20:08.5
6344,1018.728103,317.2,20:08.7,6343,888.5442295,317.15,20:08.6
6346,1019.305368,317.3,20:08.8,6345,889.2605955,317.25,20:08.7
6348,1018.735058,317.4,20:08.9,6347,889.615301,317.35,20:08.8
6350,1018.568137,317.5,20:09.0,6349,888.0226038,317.45,20:08.9
6352,1018.484677,317.6,20:09.1,6351,888.7459248,317.55,20:09.0
6354,1018.867203,317.7,20:09.2,6353,889.2675505,317.65,20:09.1
6356,1018.665507,317.8,20:09.3,6355,888.7876549,317.75,20:09.2
6358,1018.790698,317.9,20:09.4,6357,888.4468594,317.85,20:09.3
6360,1018.748968,318,20:09.5,6359,888.0782439,317.95,20:09.4
6362,1018.915888,318.1,20:09.6,6361,888.9337101,318.05,20:09.5
6364,1018.658552,318.2,20:09.7,6363,889.9700065,318.15,20:09.6
6366,1018.338622,318.3,20:09.8,6365,890.2412519,318.25,20:09.7
6368,1018.637687,318.4,20:09.9,6367,890.331667,318.35,20:09.8
6370,1018.867203,318.5,20:10.0,6369,889.0102152,318.45,20:09.9
6372,1018.602912,318.6,20:10.1,6371,888.871115,318.55,20:10.0
6374,1018.498587,318.7,20:10.2,6373,888.87807,318.65,20:10.1
6376,1019.131493,318.8,20:10.3,6375,890.2412519,318.75,20:10.2
6378,1018.686373,318.9,20:10.4,6377,889.4414258,318.85,20:10.3
6380,1018.561182,319,20:10.5,6379,889.2814606,318.95,20:10.4
6382,1018.477722,319.1,20:10.6,6381,891.743534,319.05,20:10.5
6384,1018.241252,319.2,20:10.7,6383,893.3223212,319.15,20:10.6
6386,1018.526407,319.3,20:10.8,6385,895.0123886,319.25,20:10.7
6388,1018.575092,319.4,20:10.9,6387,892.8841556,319.35,20:10.8
6390,1018.449902,319.5,20:11.0,6389,894.6507281,319.45,20:10.9
6392,1018.672463,319.6,20:11.1,6391,894.9915236,319.55,20:11.0
6394,1018.992393,319.7,20:11.2,6393,894.0247772,319.65,20:11.1
6396,1018.269072,319.8,20:11.3,6395,894.4977179,319.75,20:11.2
6398,1017.907411,319.9,20:11.4,6397,894.4351228,319.85,20:11.3
6400,1018.046512,320,20:11.5,6399,894.0525973,319.95,20:11.4
6402,1018.435992,320.1,20:11.6,6401,893.6631167,320.05,20:11.5
6404,1018.157792,320.2,20:11.7,6403,894.8593784,320.15,20:11.6
6406,1018.241252,320.3,20:11.8,6405,892.3764399,320.25,20:11.7
6408,1018.804608,320.4,20:11.9,6407,892.9050206,320.35,20:11.8
6410,1018.387307,320.5,20:12.0,6409,891.4305586,320.45,20:11.9
6412,1018.526407,320.6,20:12.1,6411,892.2164747,320.55,20:12.0
6414,1018.011737,320.7,20:12.2,6413,891.2219083,320.65,20:12.1
6416,1018.707238,320.8,20:12.3,6415,892.5920452,320.75,20:12.2
6418,1018.422082,320.9,20:12.4,6417,894.3655727,320.85,20:12.3
6420,1018.463812,321,20:12.5,6419,892.8563356,320.95,20:12.4
6422,1018.157792,321.1,20:12.6,6421,891.2984134,321.05,20:12.5
6424,1018.303847,321.2,20:12.7,6423,893.6492067,321.15,20:12.6
6426,1018.262117,321.3,20:12.8,6425,893.871767,321.25,20:12.7
6428,1018.512497,321.4,20:12.9,6427,896.6329059,321.35,20:12.8
6430,1018.846338,321.5,20:13.0,6429,898.4203434,321.45,20:12.9
6432,1018.088242,321.6,20:13.1,6431,899.7974353,321.55,20:13.0
6434,1018.435992,321.7,20:13.2,6433,902.2803738,321.65,20:13.1
6436,1018.178657,321.8,20:13.3,6435,902.0369485,321.75,20:13.2
6438,1018.241252,321.9,20:13.4,6437,900.4442512,321.85,20:13.3
6440,1018.088242,322,20:13.5,6439,899.2688546,321.95,20:13.4
6442,1018.206477,322.1,20:13.6,6441,896.6746359,322.05,20:13.5
6444,1018.491632,322.2,20:13.7,6443,895.9234949,322.15,20:13.6
6446,1018.192567,322.3,20:13.8,6445,896.2990654,322.25,20:13.7
6448,1018.116062,322.4,20:13.9,6447,896.1599652,322.35,20:13.8
6450,1018.345577,322.5,20:14.0,6449,894.2960226,322.45,20:13.9
6452,1018.317757,322.6,20:14.1,6451,894.2334275,322.55,20:14.0
6454,1018.380352,322.7,20:14.2,6453,896.2573354,322.65,20:14.1
6456,1018.338622,322.8,20:14.3,6455,895.965225,322.75,20:14.2
6458,1018.721148,322.9,20:14.4,6457,895.3949141,322.85,20:14.3
6460,1018.602912,323,20:14.5,6459,895.8330798,322.95,20:14.4
6462,1018.338622,323.1,20:14.6,6461,894.3586177,323.05,20:14.5
6464,1018.561182,323.2,20:14.7,6463,894.6368181,323.15,20:14.6
6466,1018.422082,323.3,20:14.8,6465,892.4946751,323.25,20:14.7
6468,1018.352532,323.4,20:14.9,6467,892.6337753,323.35,20:14.8
6470,1018.825473,323.5,20:15.0,6469,891.6670289,323.45,20:14.9
6472,1018.262117,323.6,20:15.1,6471,891.3123234,323.55,20:15.0
6474,1018.109107,323.7,20:15.2,6473,890.0465116,323.65,20:15.1
6476,1018.477722,323.8,20:15.3,6475,891.3331884,323.75,20:15.2
6478,1018.519452,323.9,20:15.4,6477,890.0951967,323.85,20:15.3
6480,1018.429037,324,20:15.5,6479,888.8154749,323.95,20:15.4
6482,1018.554227,324.1,20:15.6,6481,890.6237774,324.05,20:15.5
6484,1018.046512,324.2,20:15.7,6483,889.4762008,324.15,20:15.6
6486,1018.199522,324.3,20:15.8,6485,890.0465116,324.25,20:15.7
6488,1018.227342,324.4,20:15.9,6487,889.0936753,324.35,20:15.8
6490,1018.568137,324.5,20:16.0,6489,889.594436,324.45,20:15.9
6492,1018.206477,324.6,20:16.1,6491,890.0534666,324.55,20:16.0
6494,1018.442947,324.7,20:16.2,6493,890.345577,324.65,20:16.1
6496,1018.234297,324.8,20:16.3,6495,888.9684851,324.75,20:16.2
6498,1018.616822,324.9,20:16.4,6497,889.2188655,324.85,20:16.3
6500,1018.422082,325,20:16.5,6499,889.1075853,324.95,20:16.4
6502,1018.422082,325.1,20:16.6,6501,889.3718757,325.05,20:16.5
6504,1018.477722,325.2,20:16.7,6503,888.4259943,325.15,20:16.6
6506,1018.352532,325.3,20:16.8,6505,888.3912193,325.25,20:16.7
6508,1018.380352,325.4,20:16.9,6507,891.2219083,325.35,20:16.8
6510,1018.568137,325.5,20:17.0,6509,890.6098674,325.45,20:16.9
6512,1018.449902,325.6,20:17.1,6511,892.2790698,325.55,20:17.0
6514,1018.053467,325.7,20:17.2,6513,893.5309715,325.65,20:17.1
6516,1018.004782,325.8,20:17.3,6515,894.602043,325.75,20:17.2
6518,1018.366442,325.9,20:17.4,6517,891.4027385,325.85,20:17.3
6520,1018.109107,326,20:17.5,6519,890.6794175,325.95,20:17.4
6522,1018.289937,326.1,20:17.6,6521,891.1314932,326.05,20:17.5
6524,1018.380352,326.2,20:17.7,6523,890.6515975,326.15,20:17.6
6526,1018.185612,326.3,20:17.8,6525,889.9074114,326.25,20:17.7
6528,1017.914366,326.4,20:17.9,6527,890.4846772,326.35,20:17.8
6530,1018.227342,326.5,20:18.0,6529,891.1106281,326.45,20:17.9
6532,1018.109107,326.6,20:18.1,6531,891.8200391,326.55,20:18.0
6534,1018.672463,326.7,20:18.2,6533,888.8502499,326.65,20:18.1
6536,1018.463812,326.8,20:18.3,6535,888.3703543,326.75,20:18.2
6538,1018.435992,326.9,20:18.4,6537,889.6361661,326.85,20:18.3
6540,1018.533362,327,20:18.5,6539,887.5287981,326.95,20:18.4
6542,1018.352532,327.1,20:18.6,6541,889.3788307,327.05,20:18.5
6544,1018.220387,327.2,20:18.7,6543,885.4770702,327.15,20:18.6
6546,1017.997827,327.3,20:18.8,6545,888.7111498,327.25,20:18.7
6548,1017.796131,327.4,20:18.9,6547,888.6346446,327.35,20:18.8
6550,1018.241252,327.5,20:19.0,6549,887.4244729,327.45,20:18.9
6552,1018.157792,327.6,20:19.1,6551,886.5829168,327.55,20:19.0
6554,1017.719626,327.7,20:19.2,6553,886.1238861,327.65,20:19.1
6556,1017.636166,327.8,20:19.3,6555,886.9654423,327.75,20:19.2
6558,1018.123017,327.9,20:19.4,6557,888.3564443,327.85,20:19.3
6560,1017.823951,328,20:19.5,6559,886.2768963,327.95,20:19.4
6562,1018.060422,328.1,20:19.6,6561,888.0921539,328.05,20:19.5
6564,1017.789176,328.2,20:19.7,6563,890.8532928,328.15,20:19.6
6566,1018.317757,328.3,20:19.8,6565,888.0434688,328.25,20:19.7
6568,1017.886546,328.4,20:19.9,6567,886.749837,328.35,20:19.8
6570,1018.401217,328.5,20:20.0,6569,886.1377961,328.45,20:19.9
6572,1018.171702,328.6,20:20.1,6571,886.770702,328.55,20:20.0
6574,1018.109107,328.7,20:20.2,6573,887.7304934,328.65,20:20.1
6576,1018.484677,328.8,20:20.3,6575,884.8163443,328.75,20:20.2
6578,1018.136927,328.9,20:20.4,6577,887.1184525,328.85,20:20.3
6580,1018.241252,329,20:20.5,6579,886.2212562,328.95,20:20.4
6582,1018.415127,329.1,20:20.6,6581,886.5064116,329.05,20:20.5
6584,1017.761356,329.2,20:20.7,6583,885.2962399,329.15,20:20.6
6586,1018.067377,329.3,20:20.8,6585,886.4994566,329.25,20:20.7
6588,1018.331667,329.4,20:20.9,6587,885.5674853,329.35,20:20.8
6590,1018.143882,329.5,20:21.0,6589,884.9415344,329.45,20:20.9
6592,1017.970007,329.6,20:21.1,6591,884.2808085,329.55,20:21.0
6594,1018.150837,329.7,20:21.2,6593,884.4059987,329.65,20:21.1
6596,1017.796131,329.8,20:21.3,6595,884.607694,329.75,20:21.2
6598,1018.095197,329.9,20:21.4,6597,882.9384916,329.85,20:21.3
6600,1017.803086,330,20:21.5,6599,882.8411215,329.95,20:21.4
6602,1017.886546,330.1,20:21.6,6601,882.0969354,330.05,20:21.5
6604,1017.810041,330.2,20:21.7,6603,882.7576614,330.15,20:21.6
6606,1018.303847,330.3,20:21.8,6605,880.7893936,330.25,20:21.7
6608,1018.540317,330.4,20:21.9,6607,881.053684,330.35,20:21.8
6610,1017.865681,330.5,20:22.0,6609,880.8450337,330.45,20:21.9
6612,1018.164747,330.6,20:22.1,6611,881.074549,330.55,20:22.0
6614,1018.248207,330.7,20:22.2,6613,881.4362095,330.65,20:22.1
6616,1018.470767,330.8,20:22.3,6615,880.7824386,330.75,20:22.2
6618,1017.865681,330.9,20:22.4,6617,878.1395349,330.85,20:22.3
6620,1018.248207,331,20:22.5,6619,877.7291893,330.95,20:22.4
6622,1018.067377,331.1,20:22.6,6621,879.7391871,331.05,20:22.5
6624,1017.657031,331.2,20:22.7,6623,877.6874592,331.15,20:22.6
6626,1017.970007,331.3,20:22.8,6625,879.6905021,331.25,20:22.7
6628,1017.990872,331.4,20:22.9,6627,881.1858292,331.35,20:22.8
6630,1018.324712,331.5,20:23.0,6629,881.2345142,331.45,20:22.9
6632,1018.150837,331.6,20:23.1,6631,882.4516409,331.55,20:23.0
6634,1017.636166,331.7,20:23.2,6633,885.0458596,331.65,20:23.1
6636,1018.067377,331.8,20:23.3,6635,883.2931971,331.75,20:23.2
6638,1017.295371,331.9,20:23.4,6637,885.0528146,331.85,20:23.3
6640,1017.747446,332,20:23.5,6639,882.7993914,331.95,20:23.4
6642,1017.747446,332.1,20:23.6,6641,883.1123669,332.05,20:23.5
6644,1017.406651,332.2,20:23.7,6643,883.4183873,332.15,20:23.6
6646,1017.364921,332.3,20:23.8,6645,883.209737,332.25,20:23.7
6648,1017.851771,332.4,20:23.9,6647,884.3781787,332.35,20:23.8
6650,1017.615301,332.5,20:24.0,6649,884.2877635,332.45,20:23.9
6652,1017.559661,332.6,20:24.1,6651,884.2529885,332.55,20:24.0
6654,1018.032602,332.7,20:24.2,6653,884.6772441,332.65,20:24.1
6656,1017.768311,332.8,20:24.3,6655,885.33797,332.75,20:24.2
6658,1017.990872,332.9,20:24.4,6657,883.884373,332.85,20:24.3
6660,1018.129972,333,20:24.5,6659,884.2321235,332.95,20:24.4
6662,1017.928276,333.1,20:24.6,6661,885.1362747,333.05,20:24.5
6664,1017.976962,333.2,20:24.7,6663,885.7900456,333.15,20:24.6
6666,1018.067377,333.3,20:24.8,6665,885.0736796,333.25,20:24.7
6668,1017.942186,333.4,20:24.9,6667,887.5079331,333.35,20:24.8
6670,1017.935231,333.5,20:25.0,6669,887.5566181,333.45,20:24.9
6672,1017.601391,333.6,20:25.1,6671,888.1338839,333.55,20:25.0
6674,1017.531841,333.7,20:25.2,6673,888.0573788,333.65,20:25.1
6676,1017.302326,333.8,20:25.3,6675,889.1701804,333.75,20:25.2
6678,1017.823951,333.9,20:25.4,6677,888.4259943,333.85,20:25.3
6680,1017.316236,334,20:25.5,6679,890.5611824,333.95,20:25.4
6682,1017.879591,334.1,20:25.6,6681,890.1160617,334.05,20:25.5
6684,1017.636166,334.2,20:25.7,6683,889.5040209,334.15,20:25.6
6686,1017.260596,334.3,20:25.8,6685,887.3549228,334.25,20:25.7
6688,1017.740491,334.4,20:25.9,6687,886.1586612,334.35,20:25.8
6690,1017.316236,334.5,20:26.0,6689,887.0489024,334.45,20:25.9
6692,1017.698761,334.6,20:26.1,6691,885.31015,334.55,20:26.0
6694,1017.517931,334.7,20:26.2,6693,885.7065855,334.65,20:26.1
6696,1017.705716,334.8,20:26.3,6695,884.9971745,334.75,20:26.2
6698,1017.851771,334.9,20:26.4,6697,886.3673115,334.85,20:26.3
6700,1017.650076,335,20:26.5,6699,888.1130189,334.95,20:26.4
6702,1017.997827,335.1,20:26.6,6701,888.2451641,335.05,20:26.5
6704,1017.636166,335.2,20:26.7,6703,888.3008042,335.15,20:26.6
6706,1017.351011,335.3,20:26.8,6705,886.3325364,335.25,20:26.7
6708,1017.983917,335.4,20:26.9,6707,887.6331232,335.35,20:26.8
6710,1017.594436,335.5,20:27.0,6709,886.9167572,335.45,20:26.9
6712,1017.761356,335.6,20:27.1,6711,886.8750272,335.55,20:27.0
6714,1017.719626,335.7,20:27.2,6713,887.8278635,335.65,20:27.1
6716,1017.135405,335.8,20:27.3,6715,890.4985873,335.75,20:27.2
6718,1017.545751,335.9,20:27.4,6717,894.7620083,335.85,20:27.3
6720,1017.371876,336,20:27.5,6719,894.0804173,335.95,20:27.4
6722,1017.740491,336.1,20:27.6,6721,897.1684416,336.05,20:27.5
6724,1017.768311,336.2,20:27.7,6723,895.8261248,336.15,20:27.6
6726,1017.281461,336.3,20:27.8,6725,896.716366,336.25,20:27.7
6728,1018.136927,336.4,20:27.9,6727,895.6244295,336.35,20:27.8
6730,1017.344056,336.5,20:28.0,6729,894.1360574,336.45,20:27.9
6732,1017.517931,336.6,20:28.1,6731,893.6283417,336.55,20:28.0
6734,1017.712671,336.7,20:28.2,6733,892.5085851,336.65,20:28.1
6736,1017.434471,336.8,20:28.3,6735,888.8502499,336.75,20:28.2
6738,1017.705716,336.9,20:28.4,6737,892.3764399,336.85,20:28.3
6740,1017.302326,337,20:28.5,6739,890.331667,336.95,20:28.4
6742,1017.427516,337.1,20:28.6,6741,889.0936753,337.05,20:28.5
6744,1017.663986,337.2,20:28.7,6743,890.1856118,337.15,20:28.6
6746,1017.733536,337.3,20:28.8,6745,886.9028472,337.25,20:28.7
6748,1017.302326,337.4,20:28.9,6747,889.7335362,337.35,20:28.8
6750,1017.0589,337.5,20:29.0,6749,889.5318409,337.45,20:28.9
6752,1017.608346,337.6,20:29.1,6751,889.9352315,337.55,20:29.0
6754,1018.060422,337.7,20:29.2,6753,887.3410128,337.65,20:29.1
6756,1017.705716,337.8,20:29.3,6755,888.0643338,337.75,20:29.2
6758,1017.204955,337.9,20:29.4,6757,886.1238861,337.85,20:29.3
6760,1017.274506,338,20:29.5,6759,887.8278635,337.95,20:29.4
6762,1018.025647,338.1,20:29.6,6761,887.8000435,338.05,20:29.5
6764,1017.629211,338.2,20:29.7,6763,885.0528146,338.15,20:29.6
6766,1017.997827,338.3,20:29.8,6765,885.5466203,338.25,20:29.7
6768,1017.406651,338.4,20:29.9,6767,884.656379,338.35,20:29.8
6770,1017.288416,338.5,20:30.0,6769,885.0806346,338.45,20:29.9
6772,1017.483156,338.6,20:30.1,6771,884.586829,338.55,20:30.0
6774,1017.232775,338.7,20:30.2,6773,882.7993914,338.65,20:30.1
6776,1017.483156,338.8,20:30.3,6775,880.8867637,338.75,20:30.2
6778,1017.657031,338.9,20:30.4,6777,881.3944795,338.85,20:30.3
6780,1017.531841,339,20:30.5,6779,879.5166268,338.95,20:30.4
6782,1017.990872,339.1,20:30.6,6781,880.1147577,339.05,20:30.5
6784,1017.545751,339.2,20:30.7,6783,879.2871115,339.15,20:30.6
6786,1017.747446,339.3,20:30.8,6785,878.7307107,339.25,20:30.7
6788,1017.879591,339.4,20:30.9,6787,880.1843078,339.35,20:30.8
6790,1017.796131,339.5,20:31.0,6789,878.6542056,339.45,20:30.9
6792,1017.726581,339.6,20:31.1,6791,880.2190828,339.55,20:31.0
6794,1017.942186,339.7,20:31.2,6793,878.0282547,339.65,20:31.1
6796,1017.949141,339.8,20:31.3,6795,877.0615084,339.75,20:31.2
6798,1017.935231,339.9,20:31.4,6797,878.4386003,339.85,20:31.3
6800,1017.510976,340,20:31.5,6799,878.904586,339.95,20:31.4
6802,1017.434471,340.1,20:31.6,6801,878.6820256,340.05,20:31.5
6804,1017.441426,340.2,20:31.7,6803,877.8474245,340.15,20:31.6
6806,1017.663986,340.3,20:31.8,6805,877.3814388,340.25,20:31.7
6808,1017.956097,340.4,20:31.9,6807,876.3799174,340.35,20:31.8
6810,1017.594436,340.5,20:32.0,6809,878.5290154,340.45,20:31.9
6812,1017.406651,340.6,20:32.1,6811,879.0228211,340.55,20:32.0
6814,1017.399696,340.7,20:32.2,6813,877.7848294,340.65,20:32.1
6816,1017.983917,340.8,20:32.3,6815,878.2995001,340.75,20:32.2
