Frame_410nm,MeanInt_410nm,Time_410nm,Realtime_410nm,Frame_470nm,MeanInt_470nm,Time_470nm,Realtime_470nm
3738,1019.249728,186.9,17:58.4,3737,900.291241,186.85,17:58.3
3740,1019.514019,187,17:58.5,3739,900.979787,186.95,17:58.4
3742,1019.576614,187.1,17:58.6,3741,901.0215171,187.05,17:58.5
3744,1019.520974,187.2,17:58.7,3743,902.6003043,187.15,17:58.6
3746,1020.035644,187.3,17:58.8,3745,901.007607,187.25,17:58.7
3748,1019.785264,187.4,17:58.9,3747,903.2958053,187.35,17:58.8
3750,1019.381874,187.5,17:59.0,3749,902.2177787,187.45,17:58.9
3752,1019.395784,187.6,17:59.1,3751,901.661378,187.55,17:59.0
3754,1019.514019,187.7,17:59.2,3753,904.0817214,187.65,17:59.1
3756,1019.291458,187.8,17:59.3,3755,903.087155,187.75,17:59.2
3758,1019.722669,187.9,17:59.4,3757,903.4905455,187.85,17:59.3
3760,1019.576614,188,17:59.5,3759,902.2247338,187.95,17:59.4
3762,1019.402739,188.1,17:59.6,3761,901.1049772,188.05,17:59.5
3764,1019.270593,188.2,17:59.7,3763,901.9256683,188.15,17:59.6
3766,1019.917409,188.3,17:59.8,3765,902.0299935,188.25,17:59.7
3768,1019.639209,188.4,17:59.9,3767,901.2649424,188.35,17:59.8
3770,1019.882634,188.5,18:00.0,3769,900.298196,188.45,17:59.9
3772,1019.889589,188.6,18:00.1,3771,899.9087155,188.55,18:00.0
3774,1019.187133,188.7,18:00.2,3773,901.2718974,188.65,18:00.1
3776,1018.825473,188.8,18:00.3,3775,900.6181265,188.75,18:00.2
3778,1019.576614,188.9,18:00.4,3777,902.6907194,188.85,18:00.3
3780,1019.347098,189,18:00.5,3779,901.8491632,188.95,18:00.4
3782,1019.500109,189.1,18:00.6,3781,904.6172571,189.05,18:00.5
3784,1019.180178,189.2,18:00.7,3783,903.4766355,189.15,18:00.6
3786,1019.354053,189.3,18:00.8,3785,901.3344925,189.25,18:00.7
3788,1019.054988,189.4,18:00.9,3787,902.8506846,189.35,18:00.8
3790,1019.256683,189.5,18:01.0,3789,902.6420343,189.45,18:00.9
3792,1019.291458,189.6,18:01.1,3791,905.236253,189.55,18:01.0
3794,1019.514019,189.7,18:01.2,3793,902.2873288,189.65,18:01.1
3796,1019.444469,189.8,18:01.3,3795,902.433384,189.75,18:01.2
3798,1019.423604,189.9,18:01.4,3797,903.114975,189.85,18:01.3
3800,1019.569659,190,18:01.5,3799,902.1551837,189.95,18:01.4
3802,1019.207998,190.1,18:01.6,3801,900.979787,190.05,18:01.5
3804,1018.922843,190.2,18:01.7,3803,900.0130406,190.15,18:01.6
3806,1019.423604,190.3,18:01.8,3805,899.3036296,190.25,18:01.7
3808,1019.117583,190.4,18:01.9,3807,900.4720713,190.35,18:01.8
3810,1019.187133,190.5,18:02.0,3809,899.8808955,190.45,18:01.9
3812,1018.811563,190.6,18:02.1,3811,898.9350141,190.55,18:02.0
3814,1018.964573,190.7,18:02.2,3813,900.4303412,190.65,18:02.1
3816,1018.769833,190.8,18:02.3,3815,900.3747012,190.75,18:02.2
3818,1019.249728,190.9,18:02.4,3817,900.7085416,190.85,18:02.3
3820,1019.249728,191,18:02.5,3819,902.2038687,190.95,18:02.4
3822,1019.520974,191.1,18:02.6,3821,902.4820691,191.05,18:02.5
3824,1018.860248,191.2,18:02.7,3823,903.852206,191.15,18:02.6
3826,1019.340143,191.3,18:02.8,3825,904.540752,191.25,18:02.7
3828,1019.201043,191.4,18:02.9,3827,905.3405781,191.35,18:02.8
3830,1019.034123,191.5,18:03.0,3829,904.2208216,191.45,18:02.9
3832,1019.096718,191.6,18:03.1,3831,902.1273636,191.55,18:03.0
3834,1019.249728,191.7,18:03.2,3833,901.5570528,191.65,18:03.1
3836,1018.978483,191.8,18:03.3,3835,903.7409259,191.75,18:03.2
3838,1019.041078,191.9,18:03.4,3837,903.1497501,191.85,18:03.3
3840,1018.901978,192,18:03.5,3839,903.6852858,191.95,18:03.4
3842,1019.145403,192.1,18:03.6,3841,904.8676375,192.05,18:03.5
3844,1018.999348,192.2,18:03.7,3843,903.6366007,192.15,18:03.6
3846,1019.082808,192.3,18:03.8,3845,903.4418605,192.25,18:03.7
3848,1019.173223,192.4,18:03.9,3847,901.2162573,192.35,18:03.8
3850,1019.305368,192.5,18:04.0,3849,902.8576396,192.45,18:03.9
3852,1019.354053,192.6,18:04.1,3851,903.128885,192.55,18:04.0
3854,1018.950663,192.7,18:04.2,3853,901.2510324,192.65,18:04.1
3856,1019.138448,192.8,18:04.3,3855,901.5500978,192.75,18:04.2
3858,1019.110628,192.9,18:04.4,3857,900.5207564,192.85,18:04.3
3860,1019.263638,193,18:04.5,3859,903.2818952,192.95,18:04.4
3862,1019.173223,193.1,18:04.6,3861,901.7517931,193.05,18:04.5
3864,1019.020213,193.2,18:04.7,3863,900.4233862,193.15,18:04.6
3866,1018.985438,193.3,18:04.8,3865,898.9628342,193.25,18:04.7
3868,1018.714193,193.4,18:04.9,3867,898.3786133,193.35,18:04.8
3870,1019.048033,193.5,18:05.0,3869,899.2271245,193.45,18:04.9
3872,1019.131493,193.6,18:05.1,3871,900.4233862,193.55,18:05.0
3874,1018.901978,193.7,18:05.2,3873,899.7000652,193.65,18:05.1
3876,1019.381874,193.8,18:05.3,3875,897.0432515,193.75,18:05.2
3878,1019.347098,193.9,18:05.4,3877,898.7333188,193.85,18:05.3
3880,1019.298413,194,18:05.5,3879,897.7526625,193.95,18:05.4
3882,1019.159313,194.1,18:05.6,3881,899.5957401,194.05,18:05.5
3884,1018.533362,194.2,18:05.7,3883,898.9836992,194.15,18:05.6
3886,1018.881113,194.3,18:05.8,3885,897.7735275,194.25,18:05.7
3888,1018.797653,194.4,18:05.9,3887,896.9041513,194.35,18:05.8
3890,1019.381874,194.5,18:06.0,3889,898.7680939,194.45,18:05.9
3892,1019.117583,194.6,18:06.1,3891,898.6289937,194.55,18:06.0
3894,1019.082808,194.7,18:06.2,3893,896.006955,194.65,18:06.1
3896,1019.006303,194.8,18:06.3,3895,898.2881982,194.75,18:06.2
3898,1018.783743,194.9,18:06.4,3897,897.9960878,194.85,18:06.3
3900,1018.895023,195,18:06.5,3899,898.9558792,194.95,18:06.4
3902,1019.402739,195.1,18:06.6,3901,898.5455336,195.05,18:06.5
3904,1019.173223,195.2,18:06.7,3903,895.1306238,195.15,18:06.6
3906,1019.096718,195.3,18:06.8,3905,898.7611389,195.25,18:06.7
3908,1019.006303,195.4,18:06.9,3907,898.9071941,195.35,18:06.8
3910,1018.783743,195.5,18:07.0,3909,897.1406216,195.45,18:06.9
3912,1019.180178,195.6,18:07.1,3911,896.0834601,195.55,18:07.0
3914,1019.068898,195.7,18:07.2,3913,896.0834601,195.65,18:07.1
3916,1018.721148,195.8,18:07.3,3915,893.4961965,195.75,18:07.2
3918,1018.950663,195.9,18:07.4,3917,893.2666812,195.85,18:07.3
3920,1019.020213,196,18:07.5,3919,895.1723538,195.95,18:07.4
3922,1019.061943,196.1,18:07.6,3921,895.4575092,196.05,18:07.5
3924,1019.194088,196.2,18:07.7,3923,895.6452945,196.15,18:07.6
3926,1018.901978,196.3,18:07.8,3925,896.8971963,196.25,18:07.7
3928,1019.207998,196.4,18:07.9,3927,896.1321452,196.35,18:07.8
3930,1019.354053,196.5,18:08.0,3929,896.6746359,196.45,18:07.9
3932,1018.985438,196.6,18:08.1,3931,896.4242556,196.55,18:08.0
3934,1018.888068,196.7,18:08.2,3933,898.0030428,196.65,18:08.1
3936,1019.625299,196.8,18:08.3,3935,898.9906542,196.75,18:08.2
3938,1019.173223,196.9,18:08.4,3937,897.7526625,196.85,18:08.3
3940,1019.374918,197,18:08.5,3939,897.8152576,196.95,18:08.4
3942,1019.075853,197.1,18:08.6,3941,896.7580961,197.05,18:08.5
3944,1019.381874,197.2,18:08.7,3943,895.7009346,197.15,18:08.6
3946,1018.999348,197.3,18:08.8,3945,895.6870246,197.25,18:08.7
3948,1018.853293,197.4,18:08.9,3947,895.304499,197.35,18:08.8
3950,1019.173223,197.5,18:09.0,3949,895.6800696,197.45,18:08.9
3952,1019.145403,197.6,18:09.1,3951,895.9095849,197.55,18:09.0
3954,1019.173223,197.7,18:09.2,3953,895.8052597,197.65,18:09.1
3956,1018.950663,197.8,18:09.3,3955,896.9111063,197.75,18:09.2
3958,1018.957618,197.9,18:09.4,3957,896.5633558,197.85,18:09.3
3960,1019.277548,198,18:09.5,3959,897.4883721,197.95,18:09.4
3962,1018.790698,198.1,18:09.6,3961,896.9876114,198.05,18:09.5
3964,1018.790698,198.2,18:09.7,3963,896.9458813,198.15,18:09.6
3966,1018.755923,198.3,18:09.8,3965,894.9497935,198.25,18:09.7
3968,1019.061943,198.4,18:09.9,3967,894.5324929,198.35,18:09.8
3970,1018.943708,198.5,18:10.0,3969,895.4853293,198.45,18:09.9
3972,1018.881113,198.6,18:10.1,3971,893.3292762,198.55,18:10.0
3974,1019.124538,198.7,18:10.2,3973,893.3918713,198.65,18:10.1
3976,1018.881113,198.8,18:10.3,3975,896.723321,198.75,18:10.2
3978,1018.547272,198.9,18:10.4,3977,893.141491,198.85,18:10.3
3980,1018.853293,199,18:10.5,3979,892.5920452,198.95,18:10.4
3982,1018.658552,199.1,18:10.6,3981,893.5866116,199.05,18:10.5
3984,1018.422082,199.2,18:10.7,3983,892.1260596,199.15,18:10.6
3986,1018.811563,199.3,18:10.8,3985,892.8006955,199.25,18:10.7
3988,1018.359487,199.4,18:10.9,3987,893.4753314,199.35,18:10.8
3990,1019.027168,199.5,18:11.0,3989,891.5766138,199.45,18:10.9
3992,1018.435992,199.6,18:11.1,3991,893.4057814,199.55,18:11.0
3994,1018.637687,199.7,18:11.2,3993,892.0773745,199.65,18:11.1
3996,1019.013258,199.8,18:11.3,3995,891.9382743,199.75,18:11.2
3998,1018.762878,199.9,18:11.4,3997,893.3292762,199.85,18:11.3
4000,1018.762878,200,18:11.5,3999,892.7520104,199.95,18:11.4
4002,1018.769833,200.1,18:11.6,4001,893.3223212,200.05,18:11.5
4004,1018.783743,200.2,18:11.7,4003,892.6894153,200.15,18:11.6
4006,1018.888068,200.3,18:11.8,4005,894.5324929,200.25,18:11.7
4008,1018.700283,200.4,18:11.9,4007,891.4305586,200.35,18:11.8
4010,1018.463812,200.5,18:12.0,4009,891.7783091,200.45,18:11.9
4012,1018.915888,200.6,18:12.1,4011,891.2149533,200.55,18:12.0
4014,1018.658552,200.7,18:12.2,4013,892.2860248,200.65,18:12.1
4016,1018.623777,200.8,18:12.3,4015,892.8841556,200.75,18:12.2
4018,1018.950663,200.9,18:12.4,4017,892.1956097,200.85,18:12.3
4020,1018.582047,201,18:12.5,4019,891.3888285,200.95,18:12.4
4022,1018.442947,201.1,18:12.6,4021,891.757444,201.05,18:12.5
4024,1018.269072,201.2,18:12.7,4023,892.47381,201.15,18:12.6
4026,1018.352532,201.3,18:12.8,4025,892.9606607,201.25,18:12.7
4028,1018.505542,201.4,18:12.9,4027,889.6918061,201.35,18:12.8
4030,1018.728103,201.5,18:13.0,4029,891.5696588,201.45,18:12.9
4032,1018.602912,201.6,18:13.1,4031,893.3710063,201.55,18:13.0
4034,1018.895023,201.7,18:13.2,4033,894.0873723,201.65,18:13.1
4036,1019.173223,201.8,18:13.3,4035,894.9567485,201.75,18:13.2
4038,1019.159313,201.9,18:13.4,4037,894.3725277,201.85,18:13.3
4040,1019.180178,202,18:13.5,4039,897.0849815,201.95,18:13.4
4042,1019.402739,202.1,18:13.6,4041,896.0625951,202.05,18:13.5
4044,1018.999348,202.2,18:13.7,4043,895.1445338,202.15,18:13.6
4046,1019.284503,202.3,18:13.8,4045,893.5657466,202.25,18:13.7
4048,1019.270593,202.4,18:13.9,4047,893.162356,202.35,18:13.8
4050,1019.381874,202.5,18:14.0,4049,892.9328407,202.45,18:13.9
4052,1018.936753,202.6,18:14.1,4051,892.5224951,202.55,18:14.0
4054,1019.340143,202.7,18:14.2,4053,892.5085851,202.65,18:14.1
4056,1018.908933,202.8,18:14.3,4055,894.595088,202.75,18:14.2
4058,1019.242773,202.9,18:14.4,4057,893.7535318,202.85,18:14.3
4060,1019.312323,203,18:14.5,4059,896.3686155,202.95,18:14.4
4062,1019.388829,203.1,18:14.6,4061,895.8956749,203.05,18:14.5
4064,1019.034123,203.2,18:14.7,4063,895.9026299,203.15,18:14.6
4066,1018.964573,203.3,18:14.8,4065,895.2488589,203.25,18:14.7
4068,1018.582047,203.4,18:14.9,4067,894.2890676,203.35,18:14.8
4070,1018.595957,203.5,18:15.0,4069,895.318409,203.45,18:14.9
4072,1018.978483,203.6,18:15.1,4071,892.3764399,203.55,18:15.0
4074,1018.665507,203.7,18:15.2,4073,894.2682026,203.65,18:15.1
4076,1018.797653,203.8,18:15.3,4075,892.8006955,203.75,18:15.2
4078,1018.908933,203.9,18:15.4,4077,892.3207998,203.85,18:15.3
4080,1019.041078,204,18:15.5,4079,894.2960226,203.95,18:15.4
4082,1019.006303,204.1,18:15.6,4081,893.6978918,204.05,18:15.5
4084,1018.908933,204.2,18:15.7,4083,893.3501413,204.15,18:15.6
4086,1018.533362,204.3,18:15.8,4085,893.162356,204.25,18:15.7
4088,1018.804608,204.4,18:15.9,4087,891.9243643,204.35,18:15.8
4090,1019.242773,204.5,18:16.0,4089,891.5835688,204.45,18:15.9
4092,1018.783743,204.6,18:16.1,4091,892.3347098,204.55,18:16.0
4094,1018.811563,204.7,18:16.2,4093,891.6252988,204.65,18:16.1
4096,1018.644642,204.8,18:16.3,4095,892.7659205,204.75,18:16.2
4098,1018.860248,204.9,18:16.4,4097,891.7991741,204.85,18:16.3
4100,1018.950663,205,18:16.5,4099,891.9660943,204.95,18:16.4
4102,1019.082808,205.1,18:16.6,4101,892.5224951,205.05,18:16.5
4104,1018.449902,205.2,18:16.7,4103,895.3670941,205.15,18:16.6
4106,1019.249728,205.3,18:16.8,4105,892.2790698,205.25,18:16.7
4108,1019.187133,205.4,18:16.9,4107,892.5850902,205.35,18:16.8
4110,1018.742013,205.5,18:17.0,4109,893.3570963,205.45,18:16.9
4112,1018.964573,205.6,18:17.1,4111,892.1260596,205.55,18:17.0
4114,1018.547272,205.7,18:17.2,4113,892.0425994,205.65,18:17.1
4116,1018.790698,205.8,18:17.3,4115,892.7241904,205.75,18:17.2
4118,1018.637687,205.9,18:17.4,4117,894.3794827,205.85,18:17.3
4120,1019.096718,206,18:17.5,4119,896.9458813,205.95,18:17.4
4122,1018.846338,206.1,18:17.6,4121,895.4714193,206.05,18:17.5
4124,1019.006303,206.2,18:17.7,4123,894.8593784,206.15,18:17.6
4126,1018.971528,206.3,18:17.8,4125,895.283634,206.25,18:17.7
4128,1018.971528,206.4,18:17.9,4127,895.8956749,206.35,18:17.8
4130,1018.957618,206.5,18:18.0,4129,895.0193436,206.45,18:17.9
4132,1019.075853,206.6,18:18.1,4131,895.8261248,206.55,18:18.0
4134,1019.082808,206.7,18:18.2,4133,893.7048468,206.65,18:18.1
4136,1018.846338,206.8,18:18.3,4135,893.3084112,206.75,18:18.2
4138,1018.672463,206.9,18:18.4,4137,892.7033254,206.85,18:18.3
4140,1018.790698,207,18:18.5,4139,893.3431863,206.95,18:18.4
4142,1018.950663,207.1,18:18.6,4141,892.1608346,207.05,18:18.5
4144,1018.748968,207.2,18:18.7,4143,890.4707672,207.15,18:18.6
4146,1018.700283,207.3,18:18.8,4145,890.5959574,207.25,18:18.7
4148,1018.651597,207.4,18:18.9,4147,890.3803521,207.35,18:18.8
4150,1018.776788,207.5,18:19.0,4149,889.7891763,207.45,18:18.9
4152,1018.888068,207.6,18:19.1,4151,888.9267551,207.55,18:19.0
4154,1018.644642,207.7,18:19.2,4153,890.2621169,207.65,18:19.1
4156,1018.533362,207.8,18:19.3,4155,888.6068246,207.75,18:19.2
4158,1018.540317,207.9,18:19.4,4157,888.0712889,207.85,18:19.3
4160,1018.860248,208,18:19.5,4159,890.4568572,207.95,18:19.4
4162,1019.117583,208.1,18:19.6,4161,891.3749185,208.05,18:19.5
4164,1018.818518,208.2,18:19.7,4163,891.4444686,208.15,18:19.6
4166,1018.484677,208.3,18:19.8,4165,890.0256466,208.25,18:19.7
4168,1018.776788,208.4,18:19.9,4167,889.4762008,208.35,18:19.8
4170,1018.609867,208.5,18:20.0,4169,889.2327755,208.45,18:19.9
4172,1018.568137,208.6,18:20.1,4171,889.9491415,208.55,18:20.0
4174,1018.491632,208.7,18:20.2,4173,889.6778961,208.65,18:20.1
4176,1019.013258,208.8,18:20.3,4175,889.4831558,208.75,18:20.2
4178,1018.651597,208.9,18:20.4,4177,890.2621169,208.85,18:20.3
4180,1018.804608,209,18:20.5,4179,890.6863725,208.95,18:20.4
4182,1018.665507,209.1,18:20.6,4181,889.7057161,209.05,18:20.5
4184,1018.790698,209.2,18:20.7,4183,890.4012171,209.15,18:20.6
4186,1018.971528,209.3,18:20.8,4185,892.439035,209.25,18:20.7
4188,1019.354053,209.4,18:20.9,4187,891.5418387,209.35,18:20.8
4190,1019.451424,209.5,18:21.0,4189,891.750489,209.45,18:20.9
4192,1019.576614,209.6,18:21.1,4191,893.2040861,209.55,18:21.0
4194,1019.416649,209.7,18:21.2,4193,894.3864377,209.65,18:21.1
4196,1019.312323,209.8,18:21.3,4195,896.4033906,209.75,18:21.2
4198,1019.465334,209.9,18:21.4,4197,894.553358,209.85,18:21.3
4200,1019.333188,210,18:21.5,4199,895.276679,209.95,18:21.4
4202,1019.541839,210.1,18:21.6,4201,897.2310367,210.05,18:21.5
4204,1018.832428,210.2,18:21.7,4203,896.8554662,210.15,18:21.6
4206,1019.263638,210.3,18:21.8,4205,897.411867,210.25,18:21.7
4208,1019.082808,210.4,18:21.9,4207,897.6552923,210.35,18:21.8
4210,1019.500109,210.5,18:22.0,4209,896.7580961,210.45,18:21.9
4212,1018.985438,210.6,18:22.1,4211,899.4775049,210.55,18:22.0
4214,1019.437514,210.7,18:22.2,4213,901.2371224,210.65,18:22.1
4216,1019.068898,210.8,18:22.3,4215,900.0756357,210.75,18:22.2
4218,1019.089763,210.9,18:22.4,4217,898.6359487,210.85,18:22.3
4220,1019.284503,211,18:22.5,4219,901.4596827,210.95,18:22.4
4222,1019.263638,211.1,18:22.6,4221,900.1104108,211.05,18:22.5
4224,1019.180178,211.2,18:22.7,4223,900.5485764,211.15,18:22.6
4226,1019.187133,211.3,18:22.8,4225,897.4953271,211.25,18:22.7
4228,1018.992393,211.4,18:22.9,4227,899.560965,211.35,18:22.8
4230,1018.908933,211.5,18:23.0,4229,897.5718322,211.45,18:22.9
4232,1019.201043,211.6,18:23.1,4231,896.1043251,211.55,18:23.0
4234,1019.256683,211.7,18:23.2,4233,895.6800696,211.65,18:23.1
4236,1019.048033,211.8,18:23.3,4235,898.2603782,211.75,18:23.2
4238,1019.207998,211.9,18:23.4,4237,896.0904151,211.85,18:23.3
4240,1018.922843,212,18:23.5,4239,895.8539448,211.95,18:23.4
4242,1018.637687,212.1,18:23.6,4241,894.3168876,212.05,18:23.5
4244,1018.950663,212.2,18:23.7,4243,894.7063682,212.15,18:23.6
4246,1018.929798,212.3,18:23.8,4245,894.1569224,212.25,18:23.7
4248,1018.908933,212.4,18:23.9,4247,895.7217996,212.35,18:23.8
4250,1019.117583,212.5,18:24.0,4249,893.2179961,212.45,18:23.9
4252,1019.242773,212.6,18:24.1,4251,893.8300369,212.55,18:24.0
4254,1019.096718,212.7,18:24.2,4253,893.0997609,212.65,18:24.1
4256,1019.054988,212.8,18:24.3,4255,895.3462291,212.75,18:24.2
4258,1019.381874,212.9,18:24.4,4257,894.1291024,212.85,18:24.3
4260,1018.964573,213,18:24.5,4259,893.5101065,212.95,18:24.4
4262,1019.326233,213.1,18:24.6,4261,894.4838079,213.05,18:24.5
4264,1019.013258,213.2,18:24.7,4263,892.0843295,213.15,18:24.6
4266,1019.374918,213.3,18:24.8,4265,891.4514236,213.25,18:24.7
4268,1018.978483,213.4,18:24.9,4267,891.1732232,213.35,18:24.8
4270,1018.936753,213.5,18:25.0,4269,889.9213215,213.45,18:24.9
4272,1019.117583,213.6,18:25.1,4271,890.8254727,213.55,18:25.0
4274,1019.207998,213.7,18:25.2,4273,890.289937,213.65,18:25.1
4276,1018.811563,213.8,18:25.3,4275,890.9297979,213.75,18:25.2
4278,1019.054988,213.9,18:25.4,4277,889.8030863,213.85,18:25.3
4280,1018.721148,214,18:25.5,4279,889.9421865,213.95,18:25.4
4282,1018.568137,214.1,18:25.6,4281,889.1980004,214.05,18:25.5
4284,1018.463812,214.2,18:25.7,4283,889.3092806,214.15,18:25.6
4286,1019.152358,214.3,18:25.8,4285,888.86416,214.25,18:25.7
4288,1018.512497,214.4,18:25.9,4287,888.6207346,214.35,18:25.8
4290,1018.762878,214.5,18:26.0,4289,889.7196262,214.45,18:25.9
4292,1018.881113,214.6,18:26.1,4291,889.2884156,214.55,18:26.0
4294,1018.658552,214.7,18:26.2,4293,889.2675505,214.65,18:26.1
4296,1018.797653,214.8,18:26.3,4295,890.0673767,214.75,18:26.2
4298,1018.783743,214.9,18:26.4,4297,889.6987611,214.85,18:26.3
4300,1018.762878,215,18:26.5,4299,889.4692458,214.95,18:26.4
4302,1018.693328,215.1,18:26.6,4301,889.0867203,215.05,18:26.5
4304,1018.679418,215.2,18:26.7,4303,890.6376875,215.15,18:26.6
4306,1018.735058,215.3,18:26.8,4305,892.9745707,215.25,18:26.7
4308,1018.832428,215.4,18:26.9,4307,889.8030863,215.35,18:26.8
4310,1018.630732,215.5,18:27.0,4309,895.3601391,215.45,18:26.9
4312,1018.644642,215.6,18:27.1,4311,895.4435992,215.55,18:27.0
4314,1018.860248,215.7,18:27.2,4313,896.0834601,215.65,18:27.1
4316,1018.693328,215.8,18:27.3,4315,898.4412084,215.75,18:27.2
4318,1018.533362,215.9,18:27.4,4317,896.5772658,215.85,18:27.3
4320,1018.992393,216,18:27.5,4319,893.4544664,215.95,18:27.4
4322,1018.804608,216.1,18:27.6,4321,892.5572702,216.05,18:27.5
4324,1018.422082,216.2,18:27.7,4323,896.1043251,216.15,18:27.6
4326,1018.901978,216.3,18:27.8,4325,895.318409,216.25,18:27.7
4328,1018.901978,216.4,18:27.9,4327,893.169311,216.35,18:27.8
4330,1018.811563,216.5,18:28.0,4329,895.311454,216.45,18:27.9
4332,1018.686373,216.6,18:28.1,4331,896.3477505,216.55,18:28.0
4334,1018.609867,216.7,18:28.2,4333,896.0486851,216.65,18:28.1
4336,1018.359487,216.8,18:28.3,4335,893.2945012,216.75,18:28.2
4338,1018.123017,216.9,18:28.4,4337,891.9939144,216.85,18:28.3
4340,1018.199522,217,18:28.5,4339,890.4846772,216.95,18:28.4
4342,1018.505542,217.1,18:28.6,4341,889.9630515,217.05,18:28.5
4344,1018.498587,217.2,18:28.7,4343,889.1771354,217.15,18:28.6
4346,1018.526407,217.3,18:28.8,4345,888.7181048,217.25,18:28.7
4348,1018.658552,217.4,18:28.9,4347,888.8432949,217.35,18:28.8
4350,1018.484677,217.5,18:29.0,4349,888.8363399,217.45,18:28.9
4352,1018.102152,217.6,18:29.1,4351,888.86416,217.55,18:29.0
4354,1018.088242,217.7,18:29.2,4353,889.3788307,217.65,18:29.1
4356,1018.129972,217.8,18:29.3,4355,888.0921539,217.75,18:29.2
4358,1018.373397,217.9,18:29.4,4357,890.8741578,217.85,18:29.3
4360,1017.893501,218,18:29.5,4359,890.1091067,217.95,18:29.4
4362,1018.595957,218.1,18:29.6,4361,889.0032602,218.05,18:29.5
4364,1018.067377,218.2,18:29.7,4363,889.8795914,218.15,18:29.6
4366,1018.505542,218.3,18:29.8,4365,889.1771354,218.25,18:29.7
4368,1018.721148,218.4,18:29.9,4367,888.9754401,218.35,18:29.8
4370,1018.136927,218.5,18:30.0,4369,887.3131928,218.45,18:29.9
4372,1018.429037,218.6,18:30.1,4371,887.5287981,218.55,18:30.0
4374,1018.380352,218.7,18:30.2,4373,888.5303195,218.65,18:30.1
4376,1018.623777,218.8,18:30.3,4375,888.2173441,218.75,18:30.2
4378,1018.352532,218.9,18:30.4,4377,889.9143664,218.85,18:30.3
4380,1018.415127,219,18:30.5,4379,892.0912845,218.95,18:30.4
4382,1018.575092,219.1,18:30.6,4381,893.8230819,219.05,18:30.5
4384,1018.658552,219.2,18:30.7,4383,893.2319061,219.15,18:30.6
4386,1018.665507,219.3,18:30.8,4385,896.5633558,219.25,18:30.7
4388,1018.832428,219.4,18:30.9,4387,895.255814,219.35,18:30.8
4390,1018.888068,219.5,18:31.0,4389,897.1823517,219.45,18:30.9
4392,1018.943708,219.6,18:31.1,4391,897.7039774,219.55,18:31.0
4394,1019.082808,219.7,18:31.2,4393,898.0795479,219.65,18:31.1
4396,1018.978483,219.8,18:31.3,4395,897.9474027,219.75,18:31.2
4398,1019.131493,219.9,18:31.4,4397,898.4690285,219.85,18:31.3
4400,1018.860248,220,18:31.5,4399,899.7278852,219.95,18:31.4
4402,1018.776788,220.1,18:31.6,4401,897.1823517,220.05,18:31.5
4404,1019.061943,220.2,18:31.7,4403,900.4303412,220.15,18:31.6
4406,1018.755923,220.3,18:31.8,4405,897.7943925,220.25,18:31.7
4408,1019.048033,220.4,18:31.9,4407,896.6746359,220.35,18:31.8
4410,1019.145403,220.5,18:32.0,4409,895.0262986,220.45,18:31.9
4412,1018.748968,220.6,18:32.1,4411,896.3616605,220.55,18:32.0
4414,1018.999348,220.7,18:32.2,4413,895.7357096,220.65,18:32.1
4416,1019.124538,220.8,18:32.3,4415,896.0973701,220.75,18:32.2
4418,1019.006303,220.9,18:32.4,4417,894.7550532,220.85,18:32.3
4420,1019.110628,221,18:32.5,4419,894.3794827,220.95,18:32.4
4422,1019.131493,221.1,18:32.6,4421,895.3670941,221.05,18:32.5
4424,1019.103673,221.2,18:32.7,4423,896.8137361,221.15,18:32.6
4426,1018.693328,221.3,18:32.8,4425,897.6970224,221.25,18:32.7
4428,1018.915888,221.4,18:32.9,4427,896.8415562,221.35,18:32.8
4430,1018.985438,221.5,18:33.0,4429,895.6313845,221.45,18:32.9
4432,1018.512497,221.6,18:33.1,4431,894.6229081,221.55,18:33.0
4434,1019.194088,221.7,18:33.2,4433,894.8663334,221.65,18:33.1
4436,1019.235818,221.8,18:33.3,4435,893.2945012,221.75,18:33.2
4438,1018.839383,221.9,18:33.4,4437,894.9219735,221.85,18:33.3
4440,1019.159313,222,18:33.5,4439,895.5061943,221.95,18:33.4
4442,1018.755923,222.1,18:33.6,4441,893.7743969,222.05,18:33.5
4444,1019.520974,222.2,18:33.7,4443,894.3794827,222.15,18:33.6
4446,1019.395784,222.3,18:33.8,4445,894.546403,222.25,18:33.7
4448,1019.041078,222.4,18:33.9,4447,895.0402087,222.35,18:33.8
4450,1018.971528,222.5,18:34.0,4449,896.0765051,222.45,18:33.9
4452,1019.228863,222.6,18:34.1,4451,895.97218,222.55,18:34.0
4454,1019.430559,222.7,18:34.2,4453,895.8261248,222.65,18:34.1
4456,1019.451424,222.8,18:34.3,4455,896.0904151,222.75,18:34.2
4458,1019.312323,222.9,18:34.4,4457,896.2573354,222.85,18:34.3
4460,1018.839383,223,18:34.5,4459,895.8817648,222.95,18:34.4
4462,1019.048033,223.1,18:34.6,4461,894.4629428,223.05,18:34.5
4464,1019.061943,223.2,18:34.7,4463,895.2140839,223.15,18:34.6
4466,1018.929798,223.3,18:34.8,4465,894.6368181,223.25,18:34.7
4468,1018.908933,223.4,18:34.9,4467,894.2334275,223.35,18:34.8
4470,1019.493154,223.5,18:35.0,4469,894.8663334,223.45,18:34.9
4472,1018.978483,223.6,18:35.1,4471,892.9328407,223.55,18:35.0
4474,1018.936753,223.7,18:35.2,4473,893.9065421,223.65,18:35.1
